,0,Date,class,domain,lookback
0,0.1189671814671814,2000-12-29,fx,global,252
1,0.0656370656370656,2001-01-01,fx,global,252
2,0.1216216216216216,2001-01-02,fx,global,252
3,0.1177606177606177,2001-01-03,fx,global,252
4,0.1134169884169884,2001-01-04,fx,global,252
5,0.1262065637065637,2001-01-05,fx,global,252
6,0.0692567567567567,2001-01-08,fx,global,252
7,0.0888030888030888,2001-01-09,fx,global,252
8,0.0789092664092664,2001-01-10,fx,global,252
9,0.0868725868725868,2001-01-11,fx,global,252
10,0.0897683397683397,2001-01-12,fx,global,252
11,0.1027992277992277,2001-01-15,fx,global,252
12,0.0955598455598455,2001-01-16,fx,global,252
13,0.0955598455598455,2001-01-17,fx,global,252
14,0.1119691119691119,2001-01-18,fx,global,252
15,0.0984555984555984,2001-01-19,fx,global,252
16,0.1023166023166023,2001-01-22,fx,global,252
17,0.0989382239382239,2001-01-23,fx,global,252
18,0.1003861003861004,2001-01-24,fx,global,252
19,0.1054536679536679,2001-01-25,fx,global,252
20,0.0912162162162162,2001-01-26,fx,global,252
21,0.0907335907335907,2001-01-29,fx,global,252
22,0.0914575289575289,2001-01-30,fx,global,252
23,0.0926640926640926,2001-01-31,fx,global,252
24,0.0888030888030888,2001-02-01,fx,global,252
25,0.0784266409266409,2001-02-02,fx,global,252
26,0.0711872586872586,2001-02-05,fx,global,252
27,0.0656370656370656,2001-02-06,fx,global,252
28,0.0451254826254826,2001-02-07,fx,global,252
29,0.0622586872586872,2001-02-08,fx,global,252
30,0.0649131274131274,2001-02-09,fx,global,252
31,0.0656370656370656,2001-02-12,fx,global,252
32,0.0583976833976834,2001-02-13,fx,global,252
33,0.0557432432432432,2001-02-14,fx,global,252
34,0.0661196911196911,2001-02-15,fx,global,252
35,0.0692567567567567,2001-02-16,fx,global,252
36,0.0641891891891891,2001-02-19,fx,global,252
37,0.0646718146718146,2001-02-20,fx,global,252
38,0.075530888030888,2001-02-21,fx,global,252
39,0.0883204633204633,2001-02-22,fx,global,252
40,0.0769787644787644,2001-02-23,fx,global,252
41,0.0723938223938224,2001-02-26,fx,global,252
42,0.0639478764478764,2001-02-27,fx,global,252
43,0.0637065637065637,2001-02-28,fx,global,252
44,0.0651544401544401,2001-03-01,fx,global,252
45,0.0723938223938223,2001-03-02,fx,global,252
46,0.0760135135135135,2001-03-05,fx,global,252
47,0.0649131274131274,2001-03-06,fx,global,252
48,0.0731177606177606,2001-03-07,fx,global,252
49,0.0666023166023166,2001-03-08,fx,global,252
50,0.0651544401544401,2001-03-09,fx,global,252
51,0.0617760617760617,2001-03-12,fx,global,252
52,0.0709459459459459,2001-03-13,fx,global,252
53,0.0733590733590733,2001-03-14,fx,global,252
54,0.0936293436293436,2001-03-15,fx,global,252
55,0.1037644787644787,2001-03-16,fx,global,252
56,0.0984555984555984,2001-03-19,fx,global,252
57,0.0856660231660231,2001-03-20,fx,global,252
58,0.0883204633204633,2001-03-21,fx,global,252
59,0.1003861003861003,2001-03-22,fx,global,252
60,0.087596525096525,2001-03-23,fx,global,252
61,0.0873552123552123,2001-03-26,fx,global,252
62,0.0731177606177606,2001-03-27,fx,global,252
63,0.0871138996138996,2001-03-28,fx,global,252
64,0.0986969111969112,2001-03-29,fx,global,252
65,0.0916988416988416,2001-03-30,fx,global,252
66,0.103523166023166,2001-04-02,fx,global,252
67,0.0938706563706563,2001-04-03,fx,global,252
68,0.1030405405405405,2001-04-04,fx,global,252
69,0.1027992277992277,2001-04-05,fx,global,252
70,0.097007722007722,2001-04-06,fx,global,252
71,0.0938706563706563,2001-04-09,fx,global,252
72,0.0784266409266409,2001-04-10,fx,global,252
73,0.0692567567567567,2001-04-11,fx,global,252
74,0.0673262548262548,2001-04-12,fx,global,252
75,0.0513996138996138,2001-04-13,fx,global,252
76,0.0542953667953667,2001-04-16,fx,global,252
77,0.0666023166023166,2001-04-17,fx,global,252
78,0.0653957528957528,2001-04-18,fx,global,252
79,0.0704633204633204,2001-04-19,fx,global,252
80,0.0731177606177606,2001-04-20,fx,global,252
81,0.0697393822393822,2001-04-23,fx,global,252
82,0.073600386100386,2001-04-24,fx,global,252
83,0.0702220077220077,2001-04-25,fx,global,252
84,0.060569498069498,2001-04-26,fx,global,252
85,0.0620173745173745,2001-04-27,fx,global,252
86,0.0386100386100386,2001-04-30,fx,global,252
87,0.0535714285714285,2001-05-01,fx,global,252
88,0.0383687258687258,2001-05-02,fx,global,252
89,0.0330598455598455,2001-05-03,fx,global,252
90,0.0299227799227799,2001-05-04,fx,global,252
91,0.0489864864864864,2001-05-07,fx,global,252
92,0.0501930501930501,2001-05-08,fx,global,252
93,0.0383687258687258,2001-05-09,fx,global,252
94,0.0296814671814671,2001-05-10,fx,global,252
95,0.0137548262548262,2001-05-11,fx,global,252
96,0.0127895752895752,2001-05-14,fx,global,252
97,0.0144787644787644,2001-05-15,fx,global,252
98,0.0118243243243243,2001-05-16,fx,global,252
99,0.0067567567567567,2001-05-17,fx,global,252
100,0.0021718146718146,2001-05-18,fx,global,252
101,0.0021718146718146,2001-05-21,fx,global,252
102,0.0031370656370656,2001-05-22,fx,global,252
103,0.0103764478764478,2001-05-23,fx,global,252
104,0.0200289575289575,2001-05-24,fx,global,252
105,0.0082046332046331,2001-05-25,fx,global,252
106,0.0043436293436293,2001-05-28,fx,global,252
107,0.0086872586872586,2001-05-29,fx,global,252
108,0.011100386100386,2001-05-30,fx,global,252
109,0.0287162162162162,2001-05-31,fx,global,252
110,0.0277509652509652,2001-06-01,fx,global,252
