,0,Date,class,domain,lookback
137,0.0,2001-07-10,credit,global,252
138,0.0,2001-07-11,credit,global,252
139,0.0,2001-07-12,credit,global,252
140,0.0,2001-07-13,credit,global,252
141,0.0,2001-07-16,credit,global,252
142,0.0,2001-07-17,credit,global,252
143,0.0,2001-07-18,credit,global,252
144,0.0,2001-07-19,credit,global,252
145,0.0,2001-07-20,credit,global,252
146,0.0,2001-07-23,credit,global,252
147,0.0,2001-07-24,credit,global,252
148,0.0,2001-07-25,credit,global,252
149,0.0,2001-07-26,credit,global,252
150,0.0,2001-07-27,credit,global,252
151,0.0,2001-07-30,credit,global,252
152,0.0106177606177606,2001-07-31,credit,global,252
153,0.0,2001-08-01,credit,global,252
154,0.0,2001-08-02,credit,global,252
155,0.0,2001-08-03,credit,global,252
156,0.0,2001-08-06,credit,global,252
157,0.0,2001-08-07,credit,global,252
158,0.0,2001-08-08,credit,global,252
159,0.0,2001-08-09,credit,global,252
160,0.0,2001-08-10,credit,global,252
161,0.0,2001-08-13,credit,global,252
162,0.0,2001-08-14,credit,global,252
163,0.0,2001-08-15,credit,global,252
164,0.0,2001-08-16,credit,global,252
165,0.0,2001-08-17,credit,global,252
166,0.0,2001-08-20,credit,global,252
167,0.0,2001-08-21,credit,global,252
168,0.0,2001-08-22,credit,global,252
169,0.0,2001-08-23,credit,global,252
170,0.0,2001-08-24,credit,global,252
171,0.0,2001-08-27,credit,global,252
172,0.0,2001-08-28,credit,global,252
173,0.0,2001-08-29,credit,global,252
174,0.0,2001-08-30,credit,global,252
175,0.0096525096525096,2001-08-31,credit,global,252
176,0.0,2001-09-03,credit,global,252
177,0.0,2001-09-04,credit,global,252
178,0.0,2001-09-05,credit,global,252
179,0.0,2001-09-06,credit,global,252
180,0.0,2001-09-07,credit,global,252
181,0.0,2001-09-10,credit,global,252
182,0.0,2001-09-11,credit,global,252
183,0.0,2001-09-12,credit,global,252
184,0.0,2001-09-13,credit,global,252
185,0.0,2001-09-14,credit,global,252
186,0.0,2001-09-17,credit,global,252
187,0.0,2001-09-18,credit,global,252
188,0.0,2001-09-19,credit,global,252
189,0.0,2001-09-20,credit,global,252
190,0.0,2001-09-21,credit,global,252
